step,episode_index,episode_return,episode_length,fps,model_loss,recon_loss,reward_loss,continue_loss,kl_loss,dynamics_kl_loss,representation_kl_loss,actor_loss,value_loss,repval_loss,slowreg_loss,imagined_return,value_pred,return_norm_mean,return_norm_std,adv_norm_mean,adv_norm_std,entropy,num_updates,train_budget
10200.0,20.0,1.0,200.0,1.3678181299494558,1.6563572883605957,0.0005123059381730855,0.5557496547698975,9.532097465125844e-05,1.0,1.0,1.0,-22.558223724365234,3.9156413078308105,3.149994134902954,0.004254401661455631,4.203071594238281,4.03134298324585,4.068894964720056,0.31905666818091954,0.03293130741715644,0.17284046430983668,0.5430729985237122,1.0,0.0
10400.0,20.0,1.0,400.0,1.3842143248590602,1.3841743469238281,0.0003395273524802178,0.2838224768638611,1.2330983736319467e-05,1.0,1.0,1.0,-0.24805185198783875,2.3905296325683594,2.700270652770996,0.0006396348471753299,4.2215681076049805,4.1793012619018555,4.134313910136627,0.3165148059676459,0.03971453736813912,0.1818647373731594,0.5430492758750916,1.0,0.0
10500.0,20.0,1.0,500.0,1.391825876773428,1.4368542432785034,0.0003576587187126279,0.3364649713039398,3.16347177431453e-05,1.0,1.0,1.0,2.166255235671997,2.323920249938965,2.810986042022705,0.002152527216821909,4.421245574951172,4.392451286315918,4.286003137392947,0.3644199941070178,0.04449742433196995,0.20136234598389544,0.5430766344070435,1.0,0.0
10600.0,21.0,1.0,100.0,1.3995163691066947,1.5197774171829224,0.0005387744167819619,0.3847983777523041,0.0002790258440654725,1.0310556888580322,1.0310556888580322,1.0310556888580322,1.5703250169754028,2.347628116607666,2.923677921295166,0.002842590445652604,4.316463470458984,4.303174018859863,4.325641145009103,0.3493080720505,0.020962168143638084,0.18024871745680138,0.5418945550918579,1.0,0.0
10800.0,21.0,1.0,300.0,1.4152804766359202,1.4880725145339966,0.0003082405310124159,0.3876000642776489,0.00016421437612734735,1.0,1.0,1.0,0.8027706742286682,2.0961766242980957,3.4326353073120117,0.003791940864175558,4.324702262878418,4.315744400024414,4.351940995353453,0.3552129396933961,0.015250563703069485,0.16696097184836087,0.5353698134422302,1.0,0.0
11000.0,21.0,1.0,500.0,1.4308374802603685,1.3405261039733887,0.0003688759170472622,0.2038857787847519,0.03627145290374756,1.0,1.0,1.0,8.461146354675293,2.4996225833892822,2.8424227237701416,0.006501088384538889,4.353698253631592,4.390958786010742,4.508709452675642,0.3643473718018582,0.01023885735576757,0.1736456798809291,0.5357481837272644,1.0,0.0
11200.0,22.0,1.0,200.0,1.4460736759683035,1.3037097454071045,0.00021056237164884806,0.20341813564300537,8.09648772701621e-05,1.0,1.0,1.0,-12.802165031433105,2.038404703140259,2.21573805809021,0.001870913663879037,4.3557891845703125,4.263559341430664,4.383289919098791,0.3800254851721048,0.01843093128500892,0.15581898692100263,0.5336660742759705,1.0,0.0
11400.0,22.0,1.0,400.0,1.4610007925792996,1.5665743350982666,0.00031244102865457535,0.46585163474082947,0.000410260574426502,1.0,1.0,1.0,-12.061047554016113,2.2801761627197266,2.522581100463867,0.0005732608260586858,4.163825988769531,4.094934463500977,4.210921101529659,0.396266398822034,0.006305152907869878,0.1421495117955806,0.5329821109771729,1.0,0.0
11500.0,22.0,1.0,500.0,1.4682304653362912,1.2580660581588745,0.0003314006025902927,0.157614603638649,0.00012009563215542585,1.0,1.0,1.0,-9.23619270324707,2.4815967082977295,2.2147421836853027,0.0029049329459667206,4.062051773071289,4.006141185760498,4.120512622225768,0.4242791161957117,0.013255480721200719,0.1523657725389328,0.5334827303886414,1.0,0.0
11600.0,23.0,1.0,100.0,1.4752969635288473,1.3005952835083008,0.0002339949132874608,0.20029711723327637,6.414228118956089e-05,1.0,1.0,1.0,12.280987739562988,2.0886013507843018,1.9787940979003906,0.001981495413929224,3.845336675643921,3.9127800464630127,4.132824941627967,0.4648093469199616,0.009132915608150485,0.17231973857825686,0.5346755981445312,1.0,0.0
11800.0,23.0,1.0,300.0,1.4896721281971803,1.7286841869354248,0.0005674181738868356,0.627660870552063,0.0004559048975352198,1.0,1.0,1.0,22.126235961914062,2.55161714553833,2.9424960613250732,0.0017222737660631537,3.7412803173065186,3.903536081314087,3.851060107709564,0.5404930622548016,-0.005181917627251802,0.19344781682135712,0.5310868620872498,1.0,0.0
12000.0,23.0,1.0,500.0,1.503907045431072,1.4993648529052734,0.00047220534179359674,0.3985457420349121,0.00034691370092332363,1.0,1.0,1.0,-6.81153678894043,1.84552800655365,2.1601171493530273,0.0005274437135085464,3.707963466644287,3.6726038455963135,3.5748816079737433,0.49602895268385494,-0.003134962201252872,0.16359254661070635,0.5298786163330078,1.0,0.0
12200.0,24.0,1.0,200.0,1.5180248070755034,1.7572126388549805,0.00044912839075550437,0.6567388772964478,2.457471600791905e-05,1.0,1.0,1.0,-5.528916835784912,2.561478614807129,3.4258055686950684,0.007934979163110256,3.7714004516601562,3.733018636703491,3.5961317925509775,0.3899194557949798,0.017080639595183196,0.14064593926101387,0.5328949689865112,1.0,0.0
12400.0,24.0,1.0,400.0,1.5317763553338566,1.3751550912857056,0.00030265410896390676,0.27472639083862305,0.0001260062272194773,1.0,1.0,1.0,-5.672039031982422,2.2793045043945312,2.675818920135498,0.0022266460582613945,3.8913564682006836,3.854546308517456,3.810598020125236,0.33812159861185476,0.010879743222164163,0.14433569473816515,0.5340778231620789,1.0,0.0
12500.0,24.0,1.0,500.0,1.5382353573271212,1.4320143461227417,0.0003396155661903322,0.3315700888633728,0.00010462045611348003,1.0,1.0,1.0,-18.180347442626953,2.7969131469726562,2.5503463745117188,0.009588062763214111,3.9144935607910156,3.8176021575927734,3.8347548278747388,0.32042171922162727,-0.0037917873821000253,0.1522573152686845,0.5334868431091309,1.0,0.0
12600.0,25.0,1.0,100.0,1.5445357742639463,1.2932591438293457,0.00037219375371932983,0.19281989336013794,6.70235458528623e-05,1.0,1.0,1.0,6.374828338623047,1.9626014232635498,2.1041879653930664,0.00035586528247222304,3.8967881202697754,3.924685478210449,3.92267945224568,0.31374232178864686,0.004927449616364813,0.1421064575173389,0.5328883528709412,1.0,0.0
12800.0,25.0,1.0,300.0,1.5579814994424246,1.5712075233459473,0.00036047981120646,0.47076061367988586,8.635912672616541e-05,1.0,1.0,1.0,3.3886070251464844,1.882568359375,2.1944189071655273,0.007619479671120644,3.5272958278656006,3.551856756210327,3.8400669373773306,0.30369465310447696,-0.013744467077763832,0.13874592429460703,0.5347553491592407,1.0,0.0
